Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Price_per_km
2528,Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,First,18.0,2993.0,255.0,7.0,1.13,36.75,False,False,False,8,0.0006228813559322033
2529,Mercedes-Benz New C-Class 230 Avantgarde,Hyderabad,2009,29000,Second,11.7,1796.0,178.0,5.0,11.48,10.0,False,True,False,15,0.0003448275862068965
2530,BMW 5 Series 520d Sedan,Kochi,2014,64158,First,18.48,1497.0,98.6,,11.48,17.89,False,False,False,10,0.000278842856697528
2531,Nissan Sunny 2011-2014 Diesel XV,Mumbai,2012,38800,First,21.64,1461.0,84.8,5.0,11.48,4.05,False,False,True,12,0.00010438144329896907
2532,Audi Q7 3.0 TDI quattro,Hyderabad,2011,98000,First,12.07,2967.0,241.4,7.0,11.48,22.0,False,False,False,13,0.00022448979591836734
2533,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,First,17.9,2143.0,136.0,5.0,45.36,27.87,False,False,False,7,0.0013291048690924699
2534,Maruti Vitara Brezza ZDi,Kolkata,2018,2900,First,24.3,1248.0,88.5,5.0,10.13,8.75,False,False,True,6,0.003017241379310345
2535,Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,69000,First,19.3,1248.0,73.9,5.0,11.48,4.79,False,False,True,8,6.942028985507246e-05
2536,Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,First,21.13,1498.0,108.4,5.0,14.22,11.92,False,False,True,6,0.0020435453454483114
2537,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,28733,Second,12.07,2967.0,241.4,7.0,11.48,53.11,False,False,False,8,0.0018483973131938885
2538,Maruti Wagon R LXI,Jaipur,2006,145000,First,18.9,998.0,67.1,5.0,11.48,1.15,False,True,True,18,7.93103448275862e-06
2539,Honda City i DTEC VX Option,Pune,2014,71000,First,25.1,1498.0,98.6,5.0,11.48,7.45,False,False,True,10,0.00010492957746478874
2540,Hyundai EON Magna Plus,Jaipur,2017,12000,First,21.1,814.0,55.2,5.0,11.48,3.5,False,True,True,7,0.0002916666666666667
2541,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,2018,21603,First,13.0,2987.0,265.0,5.0,11.48,70.15,False,False,False,6,0.0032472341804379024
2542,Hyundai Santro GLS II - Euro II,Bangalore,2011,65000,Second,0.0,1497.0,98.6,,11.48,3.15,False,True,True,13,4.846153846153846e-05
2543,BMW 3 Series 320d,Hyderabad,2013,58000,First,13.2,1995.0,170.0,5.0,11.48,19.5,False,False,False,11,0.00033620689655172416
2544,BMW 3 Series 318i Sedan,Pune,2012,39000,Second,12.05,1995.0,154.0,5.0,11.48,15.0,False,True,False,12,0.0003846153846153846
2545,Mahindra NuvoSport N8,Coimbatore,2017,37712,First,17.45,1493.0,100.0,7.0,11.77,7.57,False,False,True,7,0.00020073186253712346
2546,Maruti Ritz VXi,Hyderabad,2012,68000,First,18.5,1197.0,85.8,5.0,11.48,4.4,False,True,True,12,6.470588235294118e-05
2547,BMW X6 xDrive 40d M Sport,Chennai,2016,25000,First,15.87,2993.0,308.43,5.0,11.48,60.0,False,False,False,8,0.0024
2548,Chevrolet Beat LT,Kolkata,2010,30000,First,18.6,1199.0,79.4,5.0,11.48,1.6,False,True,True,14,5.333333333333333e-05
2549,Maruti Swift Dzire VXI,Pune,2014,68218,First,19.1,1197.0,85.8,5.0,11.48,4.9,False,True,True,10,7.182854964965259e-05
2550,Maruti Ertiga ZDI,Delhi,2014,52000,First,20.77,1248.0,88.8,7.0,11.48,5.95,False,False,True,10,0.00011442307692307693
2551,Renault Duster 85PS Diesel RxL,Coimbatore,2015,63591,First,20.45,1461.0,83.8,5.0,11.48,5.35,False,False,True,9,8.413140224245569e-05
2552,Honda Amaze VX AT i-Vtech,Hyderabad,2014,57937,First,15.5,1198.0,86.7,5.0,11.48,5.4,False,True,False,10,9.320468785059634e-05
2553,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,21979,First,17.11,1968.0,174.33,5.0,11.48,23.45,False,False,False,9,0.0010669275217252833
2554,Skoda Octavia Ambiente 1.9 TDI MT,Hyderabad,2002,99000,Second,18.7,1896.0,66.0,5.0,11.48,1.9,False,False,True,22,1.919191919191919e-05
2555,Honda Amaze E i-Dtech,Pune,2016,62000,First,25.8,1498.0,98.6,5.0,11.48,6.1,False,False,True,8,9.838709677419355e-05
2556,Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,Mumbai,2006,127001,First,12.8,2494.0,102.0,8.0,11.48,4.95,False,False,True,18,3.897607105455863e-05
2557,Hyundai EON D Lite Plus,Hyderabad,2013,84600,Second,21.1,814.0,55.2,5.0,11.48,2.5,False,True,True,11,2.9550827423167847e-05
2558,Datsun redi-GO T Option,Kochi,2018,30953,First,22.7,799.0,53.64,5.0,4.05,3.48,False,True,True,6,0.00011242852066035602
2559,Maruti Swift VDI,Chennai,2012,78000,First,22.9,1248.0,74.0,5.0,11.48,4.4,False,False,True,12,5.6410256410256414e-05
2560,Mitsubishi Pajero 2.8 GLX Sports,Hyderabad,2008,85000,First,9.5,2835.0,118.6,6.0,11.48,7.99,False,False,True,16,9.400000000000001e-05
2561,Volvo S80 D5,Hyderabad,2008,79000,First,13.1,2400.0,215.0,5.0,11.48,10.99,False,False,False,16,0.00013911392405063292
2562,Toyota Fortuner 4x2 AT,Delhi,2014,79000,First,12.55,2982.0,168.5,7.0,11.48,18.5,False,False,False,10,0.00023417721518987343
2563,Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,First,16.3,1956.0,170.0,5.0,26.95,21.69,False,False,True,6,0.00045011206109404835
2564,Maruti Swift Dzire VDI,Coimbatore,2014,67557,First,23.4,1248.0,74.0,5.0,11.48,5.17,False,False,True,10,7.652796897434759e-05
2565,Hyundai Verna 1.6 SX,Delhi,2011,103814,Second,22.32,1582.0,126.32,5.0,11.48,4.5,False,False,True,13,4.334675477295933e-05
2566,Mahindra Scorpio VLX 2WD BSIV,Kolkata,2014,45128,First,12.05,2179.0,120.0,8.0,11.48,6.75,False,False,True,10,0.00014957454352065237
2567,Hyundai i10 Era,Kochi,2013,56075,First,19.81,1086.0,68.05,5.0,11.48,3.12,False,True,True,11,5.563976816763264e-05
2568,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2011,166000,First,12.99,2494.0,100.6,8.0,11.48,8.25,False,False,True,13,4.9698795180722894e-05
2569,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,First,11.36,2755.0,171.5,7.0,28.05,20.14,False,False,False,7,0.0003081065369375985
2570,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,114708,First,12.99,2494.0,100.0,8.0,11.48,12.6,False,False,True,11,0.00010984412595459776
2571,Maruti Swift Dzire ZDI,Kochi,2015,35082,First,23.4,1248.0,74.0,5.0,11.48,6.61,False,False,True,9,0.00018841571176101706
2572,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2016,38593,First,17.01,1582.0,126.2,5.0,11.48,13.23,False,False,False,8,0.0003428082812945353
2573,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,2008,70700,First,12.99,2494.0,100.0,8.0,11.48,4.75,False,False,True,16,6.718528995756718e-05
2574,Volkswagen Vento Diesel Highline,Mumbai,2011,83000,Second,20.54,1598.0,103.6,5.0,11.48,2.9,False,False,True,13,3.493975903614458e-05
2575,Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,2015,120000,First,14.8,2499.0,80.0,10.0,11.48,5.5,False,False,True,9,4.5833333333333334e-05
2576,Mahindra Ssangyong Rexton RX7,Kochi,2014,91586,Second,11.18,2696.0,184.0,7.0,11.48,9.47,False,False,False,10,0.00010340008298211518
2577,Hyundai i10 Magna,Mumbai,2008,38235,First,20.36,1197.0,78.9,5.0,11.48,1.95,False,True,True,16,5.100039231071008e-05
2578,Hyundai i10 Sportz 1.2,Kolkata,2011,37000,First,20.36,1197.0,78.9,5.0,11.48,2.2,False,True,True,13,5.9459459459459466e-05
2580,Honda Amaze S i-Vtech,Bangalore,2013,44000,Second,18.0,1198.0,86.7,5.0,11.48,4.35,False,True,True,11,9.886363636363635e-05
2581,Maruti Celerio ZXI AT,Pune,2016,54000,First,23.1,998.0,67.04,5.0,11.48,4.5,False,True,False,8,8.333333333333333e-05
2582,Hyundai Grand i10 Asta,Chennai,2013,90000,First,18.9,1197.0,82.0,5.0,11.48,3.55,False,True,True,11,3.944444444444444e-05
2583,Maruti Swift Dzire VDi,Kolkata,2015,35000,First,19.3,1248.0,73.9,5.0,11.48,4.75,False,False,True,9,0.00013571428571428572
2584,Hyundai i10 Sportz,Coimbatore,2012,47324,Second,20.36,1197.0,78.9,5.0,11.48,4.52,False,True,True,12,9.551179105739159e-05
2585,BMW X1 sDrive 20d Exclusive,Mumbai,2012,65148,First,15.06,1995.0,177.0,5.0,11.48,12.75,False,False,False,12,0.0001957082335605084
2586,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,Second,17.11,1968.0,174.33,5.0,11.48,20.04,False,False,False,10,0.00034687483772696587
2587,Nissan Terrano XL 85 PS,Bangalore,2014,87000,First,20.45,1461.0,83.8,5.0,11.48,6.5,False,False,True,10,7.471264367816091e-05
2588,Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,First,11.56,3200.0,199.3,7.0,11.48,7.5,False,False,True,17,4.189195227668797e-05
2589,Maruti Wagon R VXI AMT,Mumbai,2016,8000,First,22.5,998.0,67.0,5.0,6.14,4.15,False,True,False,8,0.00051875
2590,Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,2007,77000,First,13.5,1799.0,130.0,5.0,11.48,2.5,False,True,True,17,3.246753246753247e-05
2591,Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,First,18.6,1197.0,81.83,5.0,11.48,5.4,False,True,True,8,0.0002621359223300971
2592,Maruti Alto K10 VXI,Mumbai,2016,13198,First,24.07,998.0,67.1,5.0,4.82,3.15,False,True,True,8,0.00023867252614032428
2593,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Second,12.07,2967.0,241.4,7.0,11.48,52.5,False,False,False,9,0.0025
2594,Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,First,18.6,1197.0,81.83,5.0,11.48,5.95,False,True,True,8,0.00015657894736842106
2595,Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,First,23.84,1199.0,83.83,5.0,7.17,6.97,False,True,False,5,0.0004532154236296248
2596,Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,First,20.36,1197.0,78.9,5.0,11.48,3.2,False,True,True,13,5.333333333333333e-05
2598,Renault Duster 85PS Diesel RxL Optional,Bangalore,2013,75371,First,20.46,1461.0,83.8,5.0,11.48,6.69,False,False,True,11,8.876092926987834e-05
2599,Tata Xenon XT EX 4X4,Bangalore,2014,60000,Second,13.49,2179.0,138.03,5.0,11.48,5.9,False,False,True,10,9.833333333333334e-05
2600,Hyundai i20 Magna,Kolkata,2009,30675,First,18.5,1197.0,80.0,5.0,11.48,2.25,False,True,True,15,7.334963325183375e-05
2601,Maruti Swift Dzire VDI,Kolkata,2013,22000,First,23.4,1248.0,74.0,5.0,11.48,4.5,False,False,True,11,0.00020454545454545454
2602,Hyundai EON Magna,Pune,2015,55000,First,22.0,814.0,55.0,5.0,11.48,2.61,False,True,True,9,4.745454545454545e-05
2603,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2010,74213,First,14.84,2143.0,170.0,5.0,11.48,11.5,False,False,False,14,0.0001549593736946357
2604,Mini Cooper Convertible S,Mumbai,2016,15000,First,16.82,1998.0,189.08,4.0,44.28,35.0,False,True,False,8,0.0023333333333333335
2605,Tata Nano Cx,Jaipur,2010,57000,First,26.0,624.0,35.0,4.0,11.48,0.5,False,True,True,14,8.771929824561403e-06
2606,Maruti Ciaz ZDi Plus,Kolkata,2015,62144,Second,26.21,1248.0,88.5,5.0,11.48,5.75,False,False,True,9,9.252703398558188e-05
2607,Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,First,22.0,1582.0,126.2,5.0,15.72,11.5,False,False,True,7,0.00023
2608,Hyundai EON Era Plus,Jaipur,2015,38000,First,21.1,814.0,55.2,5.0,11.48,2.75,False,True,True,9,7.236842105263159e-05
2609,BMW 5 Series 2013-2017 520d Luxury Line,Chennai,2016,30000,Second,18.12,1995.0,190.0,5.0,11.48,31.5,False,False,False,8,0.00105
2610,Honda Brio S MT,Kochi,2016,38735,First,19.4,1198.0,86.8,5.0,11.48,4.92,False,True,True,8,0.00012701690977152445
2611,Maruti Ritz VDi,Pune,2012,23598,First,23.2,1248.0,73.94,5.0,11.48,3.52,False,False,True,12,0.0001491651834901263
2612,BMW 3 Series 320d Prestige,Chennai,2014,70000,First,18.88,1995.0,184.0,5.0,11.48,17.55,False,False,False,10,0.0002507142857142857
2613,Maruti Swift Dzire LDI,Pune,2016,39000,First,26.59,1248.0,74.0,5.0,11.48,5.8,False,False,True,8,0.00014871794871794872
2614,Maruti Swift Dzire VDI,Hyderabad,2013,84175,First,23.4,1248.0,74.0,5.0,11.48,6.95,False,False,True,11,8.256608256608257e-05
2615,Renault Scala RxL,Kolkata,2013,45000,First,16.95,1498.0,97.6,5.0,11.48,2.4,False,True,True,11,5.333333333333333e-05
2616,Chevrolet Cruze LTZ AT,Mumbai,2013,59302,First,14.39,1998.0,163.7,5.0,11.48,5.25,False,False,False,11,8.852989781120367e-05
2617,Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,First,17.5,1298.0,85.8,5.0,11.48,4.25,False,True,True,12,7.7269917457547e-05
2618,Tata Indigo CS LX (TDI) BS III,Jaipur,2008,128813,First,19.09,1396.0,69.0,5.0,11.48,1.5,False,False,True,16,1.1644787404997943e-05
2619,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,First,24.0,1120.0,70.0,5.0,11.48,4.5,False,False,True,8,9.672842956020807e-05
2620,Tata Indica Vista Quadrajet LS,Pune,2014,180000,First,22.3,1248.0,74.0,5.0,11.48,2.5,False,False,True,10,1.388888888888889e-05
2621,Ford Fiesta 1.4 TDCi EXI,Chennai,2006,89326,Third,17.8,1399.0,68.0,5.0,11.48,1.55,False,False,True,18,1.7352170700579898e-05
2622,Renault Duster 85PS Diesel RxE,Pune,2016,54000,First,19.87,1461.0,83.8,5.0,11.27,6.5,False,False,True,8,0.00012037037037037037
2623,BMW 5 Series 520d Sedan,Pune,2012,95000,Second,18.48,1497.0,98.6,,11.48,18.0,False,False,False,12,0.00018947368421052632
2624,Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,First,24.0,1120.0,70.0,5.0,11.48,4.96,False,False,True,9,7.476973634623212e-05
2625,Honda Brio S MT,Bangalore,2012,60000,First,19.4,1198.0,86.8,5.0,11.48,3.25,False,True,True,12,5.4166666666666664e-05
2626,Audi A4 1.8 TFSI,Kolkata,2010,38001,First,12.3,1781.0,163.2,5.0,11.48,8.5,False,True,False,14,0.00022367832425462488
2627,Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,Second,24.7,796.0,47.3,5.0,11.48,2.75,False,True,True,10,3.767123287671233e-05
2628,Hyundai Verna Transform SX VTVT,Bangalore,2011,61000,Second,16.2,1599.0,103.2,5.0,11.48,3.4,False,True,True,13,5.5737704918032785e-05
2629,Maruti Ertiga ZDI,Hyderabad,2013,120000,First,20.77,1248.0,88.8,7.0,11.48,7.0,False,False,True,11,5.833333333333333e-05
2630,Chevrolet Optra Magnum 1.6 LT ABS BS3,Kochi,2012,71787,First,12.9,1598.0,102.5,5.0,11.48,3.21,False,True,True,12,4.471561703372477e-05
2631,Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,11554,First,19.67,1582.0,126.2,5.0,11.48,14.25,False,False,True,8,0.0012333391033408343
2632,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,First,20.34,1498.0,103.2,5.0,11.48,6.5,False,False,True,10,7.222222222222222e-05
2633,Honda City i VTEC SV,Kolkata,2014,48104,First,17.4,1497.0,117.3,5.0,11.48,5.49,False,True,True,10,0.00011412772326625644
2634,Hyundai Getz GLS ABS,Pune,2005,91000,Third,16.8,1341.0,83.0,5.0,11.48,0.8,False,True,True,19,8.791208791208792e-06
2636,Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,Second,18.9,1197.0,82.0,5.0,11.48,5.91,False,True,False,9,0.0001741770062774454
2637,Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,13916,First,18.9,1197.0,81.86,5.0,11.48,6.44,False,True,True,5,0.0004627766599597586
2639,Hyundai Grand i10 Sportz,Jaipur,2015,14000,First,18.9,1197.0,82.0,5.0,11.48,4.6,False,True,True,9,0.00032857142857142856
2641,Hyundai i20 Asta 1.2,Coimbatore,2016,17560,First,18.6,1197.0,81.83,5.0,11.48,7.21,False,True,True,8,0.0004105922551252847
2642,Renault Duster 85PS Diesel RxL,Pune,2016,60000,First,19.87,1461.0,83.8,5.0,11.48,8.0,False,False,True,8,0.00013333333333333334
2643,Maruti Swift Dzire VDi,Hyderabad,2009,88096,Second,19.3,1248.0,73.9,5.0,11.48,3.5,False,False,True,15,3.9729386124228117e-05
2644,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2008,178280,First,12.8,2494.0,102.0,8.0,11.48,5.9,False,False,True,16,3.309400942337896e-05
2645,Tata Nano Twist XT,Coimbatore,2015,19963,Second,25.4,624.0,37.5,4.0,11.48,1.74,False,True,True,9,8.716124830937233e-05
2646,Ford Figo 2015-2019 1.2P Sports Edition MT,Mumbai,2019,1000,First,18.12,1196.0,86.8,5.0,11.48,6.8,False,True,True,5,0.0068
2647,Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,First,18.6,1197.0,81.83,5.0,11.48,7.5,False,True,True,7,0.0009375
2648,Honda BRV i-VTEC V MT,Pune,2016,9200,First,15.4,1497.0,117.3,7.0,13.58,8.0,False,True,True,8,0.0008695652173913044
2649,Honda Amaze S Diesel,Hyderabad,2015,29000,First,27.4,1498.0,98.6,5.0,9.09,5.99,False,False,True,9,0.00020655172413793104
2650,Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,First,19.67,1582.0,126.2,5.0,11.48,12.9,False,False,True,7,0.0004777777777777778
2651,Maruti Baleno Zeta 1.2,Delhi,2018,22900,First,21.4,1197.0,83.1,5.0,11.48,7.0,False,True,True,6,0.0003056768558951965
2652,Audi Q5 2.0 TDI Technology,Hyderabad,2014,50000,First,14.16,1968.0,174.3,5.0,11.48,35.0,False,False,False,10,0.0007
2653,Honda Amaze S i-DTEC,Jaipur,2015,60207,First,25.8,1498.0,98.6,5.0,11.48,5.5,False,False,True,9,9.135150397794277e-05
2654,BMW X5 3.0d,Coimbatore,2010,101119,First,11.0,2993.0,235.0,5.0,11.48,18.46,False,False,False,14,0.00018255718509874505
2655,Ford Figo Petrol Titanium,Jaipur,2010,42000,First,15.6,1196.0,70.0,5.0,11.48,2.4,False,True,True,14,5.714285714285714e-05
2656,Maruti Wagon R VXI,Pune,2002,93000,Third,18.9,998.0,67.1,5.0,11.48,1.0,False,True,True,22,1.075268817204301e-05
2657,Hyundai i10 Era,Ahmedabad,2012,60000,Second,19.81,1086.0,68.05,5.0,11.48,2.65,False,True,True,12,4.4166666666666665e-05
2658,Skoda Rapid 1.5 TDI AT Elegance,Kochi,2015,66122,First,21.66,1498.0,103.52,5.0,11.48,5.96,False,False,False,9,9.013641450651825e-05
2659,Porsche Panamera Diesel,Kolkata,2015,25100,First,17.85,2967.0,300.0,4.0,11.48,75.0,False,False,False,9,0.00298804780876494
2660,Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,24733,First,15.04,1991.0,183.0,5.0,11.48,27.15,False,True,False,7,0.001097723688998504
2661,Audi A6 2.8 FSI,Ahmedabad,2008,41000,Second,10.4,2773.0,201.0,5.0,11.48,10.5,False,True,False,16,0.00025609756097560977
2662,Maruti Ciaz ZXi Plus,Chennai,2015,30000,First,20.73,1373.0,91.1,5.0,11.48,6.7,False,True,True,9,0.00022333333333333333
2663,Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,First,22.7,1498.0,89.84,5.0,11.48,4.9,False,False,True,11,0.00013611111111111113
2664,Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,First,16.5,1493.0,70.0,7.0,11.48,8.0,False,False,True,7,0.00019861466272747585
2665,Maruti Alto K10 VXI,Kochi,2018,46805,First,24.07,998.0,67.1,5.0,4.09,3.63,False,True,True,6,7.755581668625146e-05
2666,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,First,17.5,1197.0,85.8,5.0,11.48,4.8,False,True,True,9,7.999999999999999e-05
2667,Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,First,17.57,1193.0,88.7,5.0,6.83,4.25,False,True,True,7,4.25e-05
2668,Maruti Swift 1.3 VXi,Kolkata,2014,32986,First,16.1,1497.0,98.6,,11.48,4.24,False,True,True,10,0.0001285393803431759
2669,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,First,10.91,3198.0,197.2,7.0,11.48,30.27,False,False,False,6,0.0005874248010867456
2670,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2013,81456,First,15.8,2148.0,170.0,5.0,11.48,14.25,False,False,True,11,0.00017494107248084854
2671,Hyundai i10 Sportz AT,Ahmedabad,2012,37229,First,16.95,1197.0,78.9,5.0,11.48,3.41,False,True,False,12,9.15952617583067e-05
2672,Honda City 1.5 S MT,Delhi,2009,73200,First,17.0,1497.0,118.0,5.0,11.48,2.78,False,True,True,15,3.797814207650273e-05
2673,Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,First,19.3,1968.0,141.0,5.0,11.48,15.5,False,False,False,9,0.00021579929273522123
2674,Tata Indica V2 eLS,Chennai,2017,129000,First,25.0,1396.0,69.0,5.0,11.48,3.0,False,False,True,7,2.325581395348837e-05
2675,Maruti Wagon R VXi BSII,Pune,2012,82000,First,18.9,998.0,67.1,5.0,11.48,2.3,False,True,True,12,2.8048780487804875e-05
2676,Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,First,19.67,1582.0,126.2,5.0,11.48,13.28,False,False,True,7,0.0003282335203539385
2677,Maruti A-Star Lxi,Hyderabad,2009,61964,First,19.0,998.0,66.1,5.0,11.48,2.25,False,True,True,15,3.631140662320057e-05
2678,Maruti Wagon R LXI,Kochi,2011,15466,First,22.5,998.0,67.04,5.0,5.04,3.36,False,True,True,13,0.00021725074356653302
2679,Honda Mobilio E i VTEC,Kolkata,2014,23000,First,17.3,1497.0,117.3,7.0,11.48,4.25,False,True,True,10,0.00018478260869565218
2680,Hyundai i10 Magna,Coimbatore,2012,43766,First,20.36,1197.0,78.9,5.0,11.48,4.3,False,True,True,12,9.824978293652606e-05
2681,Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,First,0.0,3597.0,262.6,5.0,11.48,6.0,False,True,False,14,0.00011111111111111112
2682,Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,First,22.54,1396.0,88.73,5.0,11.48,9.18,False,False,True,6,0.0004956535824199557
2683,Maruti Celerio ZXI Optional,Hyderabad,2017,26400,First,23.1,998.0,67.04,5.0,11.48,4.99,False,True,True,7,0.00018901515151515153
2684,Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,First,13.4,1798.0,157.8,5.0,11.48,3.75,False,True,True,13,0.00011755485893416928
2685,Ford Figo Diesel LXI,Chennai,2010,39000,First,20.0,1399.0,68.0,5.0,11.48,2.5,False,False,True,14,6.41025641025641e-05
2686,Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,First,27.3,1498.0,98.6,5.0,11.48,7.2,False,False,True,8,0.00015764927415646692
2687,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,First,15.0,2143.0,204.0,5.0,11.48,29.5,False,False,False,8,0.0007468354430379746
2688,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,First,17.9,2143.0,136.0,5.0,11.48,17.55,False,False,False,9,0.00032500000000000004
2689,Volvo S60 D3,Chennai,2012,20000,First,18.5,1985.0,163.0,5.0,11.48,12.0,False,False,False,12,0.0006
2690,Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,First,11.8,2967.0,246.7,5.0,11.48,13.5,False,False,False,15,0.00024545454545454545
2691,Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,First,22.32,1582.0,126.32,5.0,11.48,5.1,False,False,False,10,0.00010625
2692,BMW 3 Series 320d,Kolkata,2011,70000,First,22.69,1995.0,190.0,5.0,43.81,10.3,False,False,False,13,0.00014714285714285716
2693,Hyundai Verna 1.6 SX,Delhi,2014,62000,First,22.32,1582.0,126.32,5.0,11.48,5.7,False,False,True,10,9.193548387096774e-05
2694,Maruti Wagon R VXI,Kochi,2014,41994,First,22.5,998.0,67.04,5.0,5.12,3.41,False,True,True,10,8.120207648711722e-05
2695,Ford Figo Diesel EXI,Hyderabad,2010,108882,Second,20.0,1399.0,68.0,5.0,11.48,2.4,False,False,True,14,2.2042210833746623e-05
2696,Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,First,18.15,1198.0,82.0,6.0,11.48,5.6,False,True,True,7,0.00022575183423365313
2697,Tata Indigo LS,Pune,2006,160000,First,17.0,1405.0,70.0,5.0,11.48,1.0,False,False,True,18,6.25e-06
2698,Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,First,18.49,1493.0,100.0,7.0,11.48,8.2,False,False,False,7,0.00027333333333333333
